source_id,source_name,source_type,availability_tag,metric_tags,evidence_use_tags,sub_peril_family,has_open_numbers,does_not_have_open,url,retrieved,notes
RENEW_RISK_2025,"Renew Risk — ""From hailstorms to human error""",modeler_blog,HAS_OPEN_NUMBERS,EVENT_LOSS,PERIL_SHARE_CONTEXT,CONVECTIVE_BLENDED,US 2018-2025: tornadoes+earthquakes combined losses $45M vs hail+storms ~$415M; offshore cable ~80% of claims (non-CW).,Wind-only tornado isolation ($45M blends tornado+earthquake).,https://www.renew-risk.com/resources/blog/hailstorms-to-human-error,2026-07-10,$45M blends tornado WITH earthquake — cannot isolate tornado. Downgrade to CONTEXT.
REVIEW_ENERGY_IOWA_2024,Review-Energy.com — US onshore wind farms suffer impacts by Iowa twisters,trade_press,HAS_OPEN_NUMBERS,ASSET_FACTS;TURBINE_COUNT,NAMED_EVENT;PATHWAY,TORNADO,"17 Iowa tornadoes; 10 turbines destroyed near Greenfield; MidAmerican lost 6; 4 Vestas down; ~200,000 without power.",$ figures — pathway to MidAmerican.,https://www.review-energy.com/eolico/us-onshore-wind-farms-suffer-impacts-by-powerful-twisters-in-iowa,2026-07-10,Turbine-count-only; Greenfield 2024 event. $ gated.
WINDWATCH_VESTAS_2024,National Wind Watch — Ten Vestas turbines destroyed as tornadoes hit US wind farms,news_aggregator,HAS_OPEN_NUMBERS,ASSET_FACTS;TURBINE_COUNT,NAMED_EVENT;PATHWAY,TORNADO,Orient (MidAmerican) 5 turbines destroyed; Arbor Hill 1; Prescott (RPM Access) 4; model 2MW Vestas V110.,$ figures — pathway to MidAmerican/RPM Access.,https://www.wind-watch.org/news/2024/05/23/ten-vestas-turbines-destroyed-as-deadly-tornadoes-hit-us-wind-farms/,2026-07-10,Turbine model + count for Greenfield 2024; $ gated.
RISKINS_MUNICHRE_AKERSON_2025,"Risk & Insurance — RiskWorld Q&A with Doug Akerson, Munich Re",trade_press_interview,HAS_PATHWAY_ONLY,,MECHANISM_QUALITATIVE,STRAIGHT_LINE_WIND,None (quote): straight line wind in the form of derechos is a concern for wind farms.,Any number; full Munich Re wind-farm report not located.,https://riskandinsurance.com/riskworld-q-and-a-with-doug-akerson-munich-re/,2026-07-10,Qualitative derecho-on-wind-farm pathway; Munich Re report gated.
SWISSRE_WINDS_OF_CHANGE,Swiss Re Institute — Climate Change and Wind Power,reinsurer_research,HAS_OPEN_NUMBERS,ASSET_FACTS,MECHANISM_QUALITATIVE;DESIGN_ANCHOR,STRAIGHT_LINE_WIND,Turbines designed to withstand ~112 mph (~Cat3); Iowa/Scotland storms caused rotor detachments/collapses (qualitative); Japan typhoons fenced.,US convective-wind $/MW; full report PDF not fetched.,https://www.swissre.com/institute/research/topics-and-risk-dialogues/climate-and-natural-catastrophe-risk/climate-change-wind-power.html,2026-07-10,Design-speed anchor + qualitative SLW/tornado mentions; typhoon fenced.
FOXWX_TRAVERSE_2022,Fox Weather — Oklahoma wind turbine fire (Traverse Wind Energy Center),news_on_record,HAS_OPEN_NUMBERS,ASSET_FACTS;TURBINE_COUNT,NAMED_EVENT;CONTEXT_NOT_BENCHMARK,CONVECTIVE_BLENDED,"Traverse WEC (Custer Co OK), 356 GE turbines, one turbine down/on fire after severe thunderstorm; PSO/AEP said no other damage.",$ loss; cause (lightning vs wind) unconfirmed.,https://www.foxweather.com/weather-news/oklahoma-wind-turbine-fire,2026-07-10,Cause undetermined (lightning suspected); matches Traverse ~999MW TIV $1.3986B anchor. Downgrade — not a clean wind benchmark.
WINDWATCH_PANHANDLE_2022,National Wind Watch — Regulator ends safety case against Panhandle wind farm (Olympia/RES OK),news_aggregator,HAS_OPEN_NUMBERS,ASSET_FACTS;TURBINE_COUNT,CONTEXT_NOT_BENCHMARK,STRAIGHT_LINE_WIND,"Nine towers catastrophically failed (blades missing/nacelles burned); 120MW project, 60 towers; remediation fine $348,750.",Root cause not confirmed as convective wind (may be mechanical); $ loss.,https://www.wind-watch.org/news/2022/01/17/regulator-ends-safety-case-against-panhandle-wind-farm-operator/,2026-07-10,"9-tower failure cause NOT confirmed wind-driven — CONTEXT, not a clean benchmark."
WINDPOWERMONTHLY_INSURANCE,Windpower Monthly — Insurance: It pays to prepare for the worst,trade_press,HAS_OPEN_NUMBERS,ASSET_FACTS;DEDUCTIBLE;DENOMINATOR,NAMED_EVENT;MARKET_SIGNAL;DENOMINATOR_CONTEXT,STRAIGHT_LINE_WIND,Storm damaged majority of blades at 50MW Kumeyaay plant (CA); wind-insurance ~low single-digit % of annual costs; avg insurance $0.34->$0.07 per $100 property value; example deductible ~$500K; GCube ~60% US market; warranty $30K-$100K/yr.,$ loss for Kumeyaay event.,https://www.windpowermonthly.com/article/1032367/insurance-pays-prepare-worst,2026-07-10,Kumeyaay SLW blade-damage pathway; insurance-cost denominators. Event $ gated.
PVTECH_HAIL_58M_2023,PV-Tech — GCube: Hail claims now average ~US$58.4M per claim,trade_press,HAS_OPEN_NUMBERS,CLAIM_SEVERITY;CLAIM_FREQUENCY_SHARE,CONTEXT_NOT_BENCHMARK,HAIL_CONTAMINATED_SCS,Avg hail claim $58.4M; hail = 54% of incurred solar loss claim costs (5-yr).,Wind data (solar-only).,https://www.pv-tech.org/hail-claims-now-average-around-us58-4-million-per-claim-says-gcube-insurance/,2026-07-10,"Solar-only hail; retained as cross-check context, NOT a wind benchmark."
NEXTRACKER_WEATHER_WP,Nextracker whitepaper — Mitigating Extreme Weather Risk (citing GCube),vendor_whitepaper,HAS_OPEN_NUMBERS,CLAIM_SEVERITY;CLAIM_FREQUENCY_SHARE;EVENT_LOSS,PERIL_SHARE_CONTEXT,CONVECTIVE_BLENDED,GCube avg claim ~$1M (~500 claims/yr); weather (esp hail+wind) >80% of claims values; Midway Solar (182MW TX) $70M-$80M (solar).,Wind-specific isolation; only aggregate hail+wind 80% touches wind.,https://info.nextracker.com/hubfs/Updated_Collateral/NX%20Horizon_Risk%20Mitigation%20Whitepaper_Part%201.pdf,2026-07-10,Solar-focused; wind only in aggregate 80% figure. CONTEXT.
XWEATHER_LIGHTNING_2025,Xweather (Vaisala) — 32% more US wind turbines hit by 4+ lightning strokes in 2025,vendor_data,HAS_OPEN_NUMBERS,CLAIM_FREQUENCY_SHARE;COMPONENT_CAUSE;DENOMINATOR,ATTRITIONAL_BASELINE;DENOMINATOR_CONTEXT,N/A,"4+-stroke turbines +32.1% YoY; struck turbines +18.4%; 31.4% of >70,000 turbines struck in 2025; blade damage >$100M/yr, lightning ~60% of blade losses.",Convective-wind losses (this is lightning).,https://www.xweather.com/blog/wind-turbines-hit-by-lightning-2025,2026-07-10,Lightning baseline: sharpens how much of the blade-loss $ pool is NON-convective-wind (~60% lightning). Denominator/context.
AXIS_OFFSHORE_2026,AXIS Capital — Global Offshore Wind report (claims by cause),insurer_publication,HAS_OPEN_NUMBERS,CLAIM_FREQUENCY_SHARE;CLAIM_SEVERITY,ATTRITIONAL_BASELINE,N/A,Wind turbines 57% of incidents / 37% of incurred loss (offshore); drivetrain >2/3 of turbine damages; export cables 6% frequency but avg $18.8M/event.,Onshore convective-wind; this is offshore mechanical breakdown.,https://www.claimsjournal.com/news/national/2026/03/10/336131.htm,2026-07-10,"Offshore, mechanical — adjacent-asset baseline only. Full PDF pathway to axiscapital.com."
ARTEMIS_DESCARTES_PARAM_2026,Artemis.bm — Descartes/Nextpower parametric wind coverage for solar plants,trade_press,HAS_OPEN_NUMBERS,SUBLIMIT,MARKET_SIGNAL,STRAIGHT_LINE_WIND,New SLW parametric product limits up to $80M globally / $100M US per policy.,Any observed loss (product-design signal).,https://www.artemis.bm/news/descartes-partners-with-nextpower-to-launch-parametric-wind-coverage-for-solar-plants/,2026-07-10,"Market-priced max exposure signal, not an observed loss. MARKET_SIGNAL."
CRESTON_MIDAM_DERECHO_2020,"Creston News Advertiser — Cause of fallen turbine blade near Stuart (MidAmerican, 2020 derecho)",news_on_record,HAS_OPEN_NUMBERS,ASSET_FACTS;EVENT_LOSS,NEGATIVE_FINDING;NAMED_EVENT,STRAIGHT_LINE_WIND,"Operator quote: ""did not sustain any significant wind farm damage from the recent derecho"" (peak gust 126mph measured/140 est). Unrelated Sept/Oct 2020 blade failures attributed to LIGHTNING, not wind; 46 turbines paused for inspection.",A positive convective-wind loss (this is a MEASURED near-zero).,https://www.crestonnews.com/2020/09/21/cause-of-fallen-wind-turbine-blade-near-stuart-under-investigation/anzel9q/,2026-07-10,CRITICAL NEGATIVE BENCHMARK: a major derecho (126mph gust) produced no significant wind-farm damage — anchors the low end of the straight-line-wind range and confirms design robustness below Ve50.
SRC_RMS_SCS_NA,Moody's RMS — North America Severe Convective Storm Model (legacy),cat_model_vendor,HAS_GATED_NUMBERS,AAL,CAT_MODEL_PATHWAY;PERIL_SHARE_CONTEXT,CONVECTIVE_BLENDED,Product page AAL headline (hail-dominant industry AAL); sub-peril split gated.,Wind-turbine-specific SCS vulnerability curve; open sub-peril AAL split.,https://www.rms.com/models/severe-convective-storm/north-america/tbd,2026-07-10,Hail-dominant blended SCS product; wind-turbine occupancy gated. Pathway.
SRC_MOODYS_RMS_SCS_HD,Moody's RMS — North America SCS HD Models (Dec 2025),cat_model_vendor,HAS_GATED_NUMBERS,,CAT_MODEL_PATHWAY,CONVECTIVE_BLENDED,Methodology description only (claims-calibrated vulnerability); no AAL/PML disclosed.,Any AAL/PML; wind-turbine curve.,https://www.moodys.com/web/en/us/insights/insurance/introducing-moodys-rms-north-america-severe-convective-storm-hd-models.html,2026-07-10,Fully gated licensed model. Methodology open. Pathway.
SRC_MOODYS_RMS_HD_ARTICLE,actuary.info — Moody's RMS HD Models Redraw the SCS Cat Budget,trade_press,HAS_OPEN_NUMBERS,,CAT_MODEL_PATHWAY,CONVECTIVE_BLENDED,Model architecture description (secondary-peril cat-budget framing).,Quantified wind-turbine SCS loss.,https://actuary.info/insights/moodys-rms-scs-hd-models-secondary-peril-cat-budget,2026-07-10,Trade-press secondary source describing the HD model. Context.
SRC_VERISK_AIR_STM,Verisk (AIR) — Severe Thunderstorm Model for the US (2025 brochure),cat_model_vendor,HAS_GATED_NUMBERS,CLAIM_SEVERITY,CAT_MODEL_PATHWAY,CONVECTIVE_BLENDED,Claims-validation totals + specialty-risk scope; hail/tornado/SLW internal split not open.,Open AAL sub-peril split; wind-turbine curve.,https://www.verisk.com/49bc40/siteassets/media/downloads/catastrophe-and-risk-solutions/verisk-severe-thunderstorm-model-for-the-united-states.pdf,2026-07-10,Financial module gated; brochure open. Pathway.
SRC_VERISK_BLOG_2026,"Verisk — Severe Thunderstorms: A Frequency, Accumulation, and Volatility Peril (2026)",cat_model_vendor,HAS_OPEN_NUMBERS,CLAIM_SEVERITY,CAT_MODEL_PATHWAY;PERIL_SHARE_CONTEXT,CONVECTIVE_BLENDED,Claims-validation totals; catalog description; SCS framed as frequency/accumulation peril.,Wind-turbine occupancy vulnerability.,https://www.verisk.com/blog/severe-thunderstorms-a-frequency-accumulation-and-volatility-peril/,2026-07-10,Blog; open framing of SCS as attritional-accumulation peril. Context.
SRC_COREL_SCS_DATASHEET,CoreLogic (Cotality) — U.S. SCS Model Datasheet 2025,cat_model_vendor,HAS_GATED_NUMBERS,,CAT_MODEL_PATHWAY,CONVECTIVE_BLENDED,Model design description only.,AAL/PML; wind-turbine curve.,https://pages.corelogic.com/hubfs/CoreLogic%20NA/Website%20PDF%20Files/INS/SCS%20Model%20Datasheet%202025%20-%20RAA%20Update.pdf,2026-07-10,"Datasheet open, no loss numbers. Pathway."
SRC_KATRISK_SCS,KatRisk — Severe Convective Storm Risk Modeling,cat_model_vendor,HAS_OPEN_NUMBERS,RETURN_PERIOD_HAZARD,CAT_MODEL_PATHWAY;HAZARD_ANCHOR,TORNADO,"Return-period wind-speed validation methodology + one worked tornado/SLW example (hazard, not loss).",Loss AAL/PML; wind-turbine damage function.,https://www.katrisk.com/severe-convective-storm-risk-modeling/,2026-07-10,Hazard-side return-period validation; no loss. Pathway/hazard anchor.
SRC_SWISSRE_SIGMA_NATCAT,Swiss Re Institute — sigma Natural Catastrophes (No 1/2025),reinsurer_research,HAS_OPEN_NUMBERS,EVENT_LOSS;ANNUAL_AGGREGATE,PERIL_SHARE_CONTEXT;INDUSTRY_AGGREGATE,CONVECTIVE_BLENDED,SCS annual aggregate insured losses (hail-dominant per Swiss Re); realized single-year totals.,Wind-turbine share; AAL/EP curve; per-MW.,https://www.swissre.com/dam/jcr:46617c8b-98a4-4d54-b259-f4bdcbaab0b8/sri-sigma-natural-catastrophes-1-2025.pdf,2026-07-10,Realized annual industry aggregate (NOT AAL). Hail-dominant SCS group. Context macro-denominator.
SRC_MUNICHRE_NATCATSERVICE,Munich Re — NatCatSERVICE (Hail/Tornadoes/Flash Floods + 2025 factsheet),reinsurer_research,HAS_OPEN_NUMBERS,EVENT_LOSS;ANNUAL_AGGREGATE,PERIL_SHARE_CONTEXT;INDUSTRY_AGGREGATE,CONVECTIVE_BLENDED,Realized SCS event + annual totals; Mar 2025 US outbreak >100 tornadoes (few EF4).,Wind-turbine isolation; modeled EP curve.,https://www.munichre.com/en/risks/natural-disasters/thunderstorms-hail-tornados.html,2026-07-10,Realized industry totals (overall + insured). One tornado-heavy named outbreak. Macro-denominator context.
SRC_AON_CATINSIGHT_2026,Aon — 2026 Climate and Catastrophe Insight (covering 2025),broker_publication,HAS_OPEN_NUMBERS,EVENT_LOSS;ANNUAL_AGGREGATE,PERIL_SHARE_CONTEXT;INDUSTRY_AGGREGATE,CONVECTIVE_BLENDED,Realized annual SCS insured/economic loss; SCS framed as costliest insured peril of the 21st century.,Wind-turbine share; per-MW.,https://www.aon.com/en/insights/reports/climate-and-catastrophe-report,2026-07-10,Realized industry aggregate. Macro-denominator context; NOT a wind-asset benchmark.
SRC_ASCE7_22_WIND_MAPS,ASCE/SEI 7-22 Ch.26 Basic Wind Speed maps + ASCE 7 Hazard Tool,engineering_standard,HAS_OPEN_NUMBERS,DESIGN_HAZARD_INTENSITY,HAZARD_ANCHOR,STRAIGHT_LINE_WIND,Basic wind speed (3-s gust mph) by MRI (300/700/1700/3000-yr) via free hazard tool.,Any loss/DR; this is a hazard-intensity surface only.,https://asce7hazardtool.online/,2026-07-10,"ENGINEERED_HAZARD_ANCHOR: supplies the [W] x-axis intensity, NOT a loss metric. Aligns with the cell's V_3s_hub axis."
SRC_ASCE7_22_TORNADO_MAPS,ASCE/SEI 7-22 Ch.32 tornado hazard maps + NIST TN 2214,engineering_standard,HAS_OPEN_NUMBERS,DESIGN_HAZARD_INTENSITY,HAZARD_ANCHOR,TORNADO,Design tornado speed (3-s gust mph) by MRI x effective plan area Ae.,Any loss/DR; hazard-intensity only.,https://nvlpubs.nist.gov/nistpubs/TechnicalNotes/NIST.TN.2214.pdf,2026-07-10,"ENGINEERED_HAZARD_ANCHOR [T]: tornado design-speed surface, area-dependent. Not a loss metric."
SRC_FEMA_NRI_TORNADO_WIND,FEMA National Risk Index v1.20 — Tornado & Strong Wind hazards,government_dataset,HAS_OPEN_NUMBERS,AAL,AAL_PATHWAY;PERIL_SHARE_CONTEXT,TORNADO,Separate Tornado & Strong Wind Expected Annual Loss (county/tract); e.g. Atlanta 11-county: Tornado EAL $146.6M vs Strong Wind EAL $5.35M.,Wind-turbine occupancy (building/pop/ag exposure only); insured claims.,https://hazards.fema.gov/nri/determining-risk,2026-07-10,"CRITICAL: FEMA NRI keeps Tornado and Strong Wind as SEPARATE hazard layers — the same [T]/[W] split this pair uses. Building/pop/ag denominators, NOT turbine TIV. AAL family."
SRC_MOODYS_RMS_RENEWABLES_IFM,Moody's RMS — Managing risk/cat modeling for renewables (Industrial Facilities Model),cat_model_vendor,HAS_GATED_NUMBERS,,CAT_MODEL_PATHWAY;MECHANISM_QUALITATIVE,STRAIGHT_LINE_WIND,Component-based vulnerability-curve construction methodology (qualitative); hurricane-specific quote fenced.,AAL/PML; open wind-turbine DR curve.,https://www.moodys.com/web/en/us/insights/insurance/managing-risk-and-catastrophe-modeling-for-the-growing-renewables-sector.html,2026-07-10,Confirms cat modelers use component/failure-unit vulnerability grain for turbines (methodology parallel to the canonical cell). Gated.
SRC_BOUCHARD_ROMANIC_2023,Bouchard & Romanic (2023) — Monte Carlo modeling of tornado hazard to wind turbines in Germany,peer_reviewed,HAS_OPEN_NUMBERS,EVENT_LOSS;AAL;RETURN_PERIOD_LOSS;FRAGILITY_CURVE,MECHANISM_ANALOG;FRAGILITY_ANALOG,TORNADO,"Logistic vulnerability curve v_m=49.1 m/s, k=0.504; DOD collapse threshold ~58 m/s; replacement 1,250 EUR/kW; AGG/OCC annual-loss stats flatten ~EUR25M; per-turbine direct-hit prob by F-cat.","A US-specific number; claims calibration (engineering model, German turbines).",https://pmc.ncbi.nlm.nih.gov/articles/PMC9910775/,2026-07-10,BEST peer-reviewed tornado-on-turbine fragility analog. Curve SHAPE/methodology + EUR/kW replacement basis; NOT a US plug-in number. German geography.
SRC_MOODYS_PML_USWIND_TREND,Moody's — PML dollar exposure for US wind increased 58% (Jun 2025),rating_agency_research,HAS_OPEN_NUMBERS,PML,CONTEXT_NOT_BENCHMARK;QUARANTINE,HURRICANE_TC,US wind PML (1-in-250-yr industry aggregate) up 58% over hard market (trend/CAGR).,Ground-up wind-turbine asset loss; SCS isolation.,"https://www.tradingview.com/news/reuters.com,2025:newsml_L6N3S70JS:0-pml-dollar-exposure-for-us-wind-increased-58-over-hard-market-moody-s/",2026-07-10,"QUARANTINE: ""US wind PML"" is the reinsurance property-cat wind PML, HURRICANE_TC-dominated — NOT onshore-turbine convective-wind. CONTEXT_NOT_BENCHMARK."
R3_NASA_GREENFIELD_EO,NASA Earth Observatory — Tornado Damage in Greenfield,government_forensic,HAS_OPEN_NUMBERS,ASSET_FACTS;DESIGN_HAZARD_INTENSITY,NAMED_EVENT;MECHANISM_QUALITATIVE,TORNADO,Greenfield IA EF4 2024-05-21; turbine collapses; satellite-confirmed damage swath.,Turbine-specific $ loss.,https://science.nasa.gov/earth/earth-observatory/tornado-damage-in-greenfield-152870/,2026-07-10,Greenfield primary tornado anchor; forensic imagery. $ gated (whole-event $31.8M is residential-dominated).
R3_NWS_DMX_EVENTSUM,NOAA/NWS Des Moines — Event Summary May 21 2024,government_forensic,HAS_OPEN_NUMBERS,DESIGN_HAZARD_INTENSITY,NAMED_EVENT;HAZARD_ANCHOR,TORNADO,Greenfield EF4 185mph official 3-s gust; storm survey.,Turbine-specific $; hub-height wind reconstruction.,https://www.weather.gov/dmx/2024-May-21-Iowa-TornadoesWindsFlooding,2026-07-10,Official EF/gust for Greenfield. Hazard anchor for [T].
R3_WIKI_GREENFIELD,Wikipedia (NWS/NCEI-sourced) — Greenfield tornado,encyclopedic,HAS_OPEN_NUMBERS,EVENT_LOSS;DESIGN_HAZARD_INTENSITY,NAMED_EVENT;CONTEXT_NOT_BENCHMARK,TORNADO,Greenfield EF4; DOW radar 309-318 mph; whole-event damage $31.8M.,Turbine-only $ ( $31.8M is residential-dominated).,https://en.wikipedia.org/wiki/Greenfield_tornado,2026-07-10,DOW radar peak + whole-event $ (residential-dominated). Turbine $ not isolable. CONTEXT.
R3_WELLNEWS_IAWIND,The Well News — Tornado Outbreak Takes Down Wind Turbines in Iowa,news,HAS_OPEN_NUMBERS,TURBINE_COUNT;ASSET_FACTS,NAMED_EVENT;PATHWAY,TORNADO,Turbine-count reporting for Greenfield/Orient.,$ loss.,https://www.thewellnews.com/in-the-news/tornado-outbreak-takes-down-massive-wind-turbines-in-iowa/,2026-07-10,Corroborating turbine-count source for Greenfield. $ gated.
R3_KFOX_MIDAM6,KFOX/KGAN (AP) — PHOTOS: Wind turbine damage from Greenfield/Orient,news,HAS_OPEN_NUMBERS,TURBINE_COUNT;ASSET_FACTS,NAMED_EVENT;PATHWAY,TORNADO,MidAmerican Orient wind farm turbine damage; operator called it unprecedented.,$ loss.,https://kfoxtv.com/news/nation-world/photos-wind-turbine-damage-from-powerful-tornado-unprecedented-greenfield-iowa-midamerican-energy-company-orient-wind-farm-southwest-iowa-incredible-tornado-video-ever-captured,2026-07-10,Photo forensic + operator quote. $ gated.
